dates,diamonds,butter,cars,cucumber,bananas
2003-09-23,1584.58,902.48,1073.83,1040.24,792.3
2003-09-24,1583.43,900.55,1076.8,1040.21,789.46
2003-09-25,1579.57,900.6,1077.94,1040.53,789.59
2003-09-26,1583.62,901.65,1081.11,1039.67,797.98
2003-09-29,1583.91,899.75,1078.62,1038.6,801.0
2003-09-30,1583.37,902.26,1078.05,1037.78,797.34
2003-10-01,1587.71,903.27,1074.29,1036.62,793.01
2003-10-02,1586.72,902.99,1075.64,1037.66,792.25
2003-10-03,1586.67,901.45,1072.3,1038.17,794.66
2003-10-06,1586.33,900.86,1071.45,1037.64,789.56
2003-10-07,1586.91,899.98,1068.74,1038.67,797.16
2003-10-08,1586.3,898.13,1069.84,1038.3,786.76
2003-10-09,1586.11,900.95,1071.17,1038.47,791.26
2003-10-10,1584.88,902.23,1076.09,1038.43,792.13
2003-10-13,1587.11,899.79,1075.89,1038.95,785.65
2003-10-14,1586.61,898.57,1075.37,1037.99,785.37
2003-10-15,1586.98,896.6,1073.73,1037.04,783.97
2003-10-16,1585.01,898.08,1074.29,1036.35,784.78
2003-10-17,1582.53,896.54,1076.53,1034.85,783.35
2003-10-20,1584.86,893.59,1076.91,1033.06,789.88
2003-10-21,1586.5,894.69,1079.13,1032.11,786.2
2003-10-22,1585.8,894.06,1078.53,1031.91,787.77
2003-10-23,1585.96,893.18,1079.5,1031.85,795.05
2003-10-24,1585.77,893.59,1080.58,1034.25,796.12
2003-10-27,1585.68,891.82,1081.72,1034.32,797.66
2003-10-28,1584.16,891.8,1083.52,1034.57,787.16
2003-10-29,1585.75,890.84,1081.0,1033.85,787.78
2003-10-30,1586.07,889.55,1078.47,1034.26,786.86
2003-10-31,1586.6,887.67,1079.2,1034.8,782.51
2003-11-03,1586.18,886.54,1077.06,1034.87,788.92
2003-11-04,1585.41,886.13,1077.54,1036.14,789.15
2003-11-05,1585.3,884.32,1078.49,1036.43,791.17
2003-11-06,1585.0,883.05,1078.03,1036.95,792.6
2003-11-07,1582.74,883.96,1078.84,1036.87,797.07
2003-11-10,1583.45,885.01,1080.38,1036.84,796.37
2003-11-11,1581.59,885.28,1079.68,1037.31,799.46
2003-11-12,1582.36,882.29,1078.26,1036.27,796.6
2003-11-13,1583.14,883.36,1079.08,1036.67,806.01
2003-11-14,1583.53,885.66,1078.63,1038.6,811.13
2003-11-17,1585.16,885.51,1077.37,1037.36,811.42
2003-11-18,1585.33,885.11,1077.23,1037.09,808.22
2003-11-19,1585.92,882.71,1077.5,1037.17,803.0
2003-11-20,1585.26,880.83,1077.92,1036.41,801.34
2003-11-21,1586.01,880.05,1079.48,1036.08,800.96
2003-11-24,1587.59,879.34,1078.44,1036.56,804.78
2003-11-25,1587.24,878.19,1078.32,1037.09,798.93
2003-11-26,1585.33,876.1,1078.27,1037.04,794.05
2003-11-27,1585.23,874.91,1077.29,1036.96,788.9
2003-11-28,1587.93,874.0,1075.7,1036.73,793.44
2003-12-01,1590.91,871.42,1073.06,1037.22,788.51
2003-12-02,1590.59,873.85,1073.41,1038.88,789.41
2003-12-03,1586.76,874.39,1072.68,1038.13,788.8
2003-12-04,1586.68,874.98,1074.94,1038.56,796.93
2003-12-05,1585.38,874.43,1073.42,1038.67,809.83
2003-12-08,1582.93,874.86,1072.1,1037.62,805.56
2003-12-09,1583.95,874.8,1071.99,1037.47,799.37
2003-12-10,1585.42,874.75,1072.83,1037.82,796.33
2003-12-11,1582.45,874.77,1076.01,1037.58,792.95
2003-12-12,1584.49,876.22,1076.31,1036.82,781.91
2003-12-15,1584.29,876.53,1074.86,1035.98,783.65
2003-12-16,1584.56,875.38,1077.81,1035.42,785.38
2003-12-17,1583.55,875.43,1077.66,1036.32,787.45
2003-12-18,1582.59,873.92,1078.99,1035.68,784.64
2003-12-19,1581.03,872.72,1078.04,1035.85,786.79
2003-12-22,1580.39,873.26,1078.74,1035.37,790.02
2003-12-23,1580.42,871.65,1078.47,1035.39,793.2
2003-12-24,1579.6,869.77,1080.75,1034.86,792.84
2003-12-26,1581.46,868.0,1081.76,1034.43,793.99
2003-12-29,1582.99,869.18,1082.94,1035.18,793.43
2003-12-30,1582.7,867.89,1083.55,1033.63,790.87
2004-01-02,1582.38,865.4,1081.5,1032.97,793.68
2004-01-05,1580.46,862.45,1079.83,1033.65,790.93
2004-01-06,1578.78,861.93,1078.92,1034.26,788.28
2004-01-07,1578.9,863.61,1078.46,1035.15,789.16
2004-01-08,1579.41,864.13,1077.52,1034.19,789.88
2004-01-09,1578.37,864.71,1077.82,1034.44,782.25
2004-01-12,1580.33,866.15,1077.07,1035.45,783.04
2004-01-13,1581.73,868.44,1077.67,1034.65,780.53
2004-01-14,1580.53,868.54,1075.91,1035.48,790.49
2004-01-15,1578.37,867.66,1073.86,1035.01,784.1
2004-01-16,1577.37,867.76,1073.06,1035.21,781.93
2004-01-19,1576.14,866.67,1075.0,1035.68,785.4
2004-01-20,1576.24,866.76,1073.27,1035.68,790.81
2004-01-21,1575.15,869.36,1073.48,1035.74,797.53
2004-01-22,1574.92,869.05,1071.93,1037.21,797.7
2004-01-23,1576.81,868.15,1073.25,1035.77,799.63
2004-01-26,1579.75,866.91,1069.95,1034.89,795.95
2004-01-27,1577.65,865.06,1069.83,1035.09,799.33
2004-01-28,1575.76,864.1,1068.91,1033.94,799.34
2004-01-29,1575.36,863.44,1069.19,1033.77,801.21
2004-01-30,1575.69,863.03,1067.98,1033.18,804.91
2004-02-02,1577.65,863.59,1065.57,1032.99,807.32
2004-02-03,1577.0,863.72,1064.51,1032.85,804.31
2004-02-04,1577.26,861.24,1067.23,1033.78,799.44
2004-02-05,1578.42,862.84,1069.6,1034.93,802.98
2004-02-06,1578.57,862.42,1073.15,1035.46,806.63
2004-02-09,1578.5,860.71,1069.43,1035.29,800.56
2004-02-10,1577.44,860.83,1073.04,1035.86,798.02
2004-02-11,1574.14,860.84,1073.52,1036.91,800.51
2004-02-12,1576.74,861.43,1074.57,1036.18,805.13
2004-02-13,1578.86,859.01,1071.16,1036.76,804.85
2004-02-16,1581.39,859.11,1069.65,1037.16,806.5
2004-02-17,1581.41,860.34,1070.7,1037.89,805.01
2004-02-18,1580.52,860.13,1071.69,1037.84,809.63
2004-02-19,1581.13,861.82,1071.28,1037.82,808.77
2004-02-20,1580.6,861.72,1068.66,1038.08,812.33
2004-02-23,1583.03,861.27,1068.67,1037.91,810.2
2004-02-24,1580.57,863.03,1066.52,1037.87,807.3
2004-02-25,1579.33,863.49,1064.85,1038.14,807.41
2004-02-26,1575.65,865.72,1064.92,1037.72,815.5
2004-02-27,1576.52,865.57,1063.77,1037.95,810.61
2004-03-01,1577.57,867.15,1064.45,1038.91,810.31
2004-03-02,1574.66,865.61,1065.46,1038.43,804.49
2004-03-03,1576.63,867.2,1066.15,1038.86,800.73
2004-03-04,1576.73,865.19,1064.18,1038.36,800.7
2004-03-05,1578.86,864.54,1063.74,1038.43,800.24
2004-03-08,1577.49,864.9,1062.4,1039.37,795.21
2004-03-09,1577.02,865.38,1063.97,1039.5,793.15
2004-03-10,1577.16,862.74,1064.71,1039.79,793.24
2004-03-11,1575.44,860.06,1065.04,1039.16,791.9
2004-03-12,1575.51,859.57,1063.47,1039.41,799.32
2004-03-15,1574.68,860.59,1062.92,1039.17,801.28
2004-03-16,1572.73,862.01,1061.59,1038.51,800.86
2004-03-17,1574.8,862.02,1058.49,1039.16,804.47
2004-03-18,1574.51,862.02,1059.6,1039.47,803.49
2004-03-19,1573.18,862.45,1060.9,1040.21,800.06
2004-03-22,1572.54,864.35,1062.0,1040.07,805.63
2004-03-23,1571.86,863.7,1062.54,1039.44,807.35
2004-03-24,1573.09,865.44,1062.78,1039.01,807.08
2004-03-25,1572.87,864.35,1063.72,1039.45,812.81
2004-03-26,1570.95,864.58,1064.83,1039.42,818.27
2004-03-29,1570.17,864.12,1066.89,1038.05,816.31
2004-03-30,1570.15,863.21,1064.42,1037.48,820.92
2004-03-31,1568.86,861.94,1067.12,1037.79,819.69
2004-04-01,1568.24,859.68,1066.17,1036.67,824.54
2004-04-02,1567.77,857.76,1065.09,1036.53,828.95
2004-04-05,1568.84,855.95,1066.35,1036.32,831.07
2004-04-06,1568.24,856.65,1067.22,1036.65,828.9
2004-04-07,1570.54,858.47,1070.39,1037.39,830.12
2004-04-08,1568.85,858.59,1069.91,1036.63,830.06
2004-04-09,1569.43,861.61,1069.48,1037.38,825.06
2004-04-12,1570.94,861.86,1070.18,1037.6,822.72
2004-04-13,1572.26,860.62,1073.55,1036.59,817.18
2004-04-14,1572.15,861.91,1076.45,1035.85,825.3
2004-04-15,1572.29,863.93,1075.64,1034.59,824.45
2004-04-16,1572.8,865.68,1076.54,1034.45,825.86
2004-04-19,1573.14,862.01,1071.55,1033.5,825.09
2004-04-20,1571.62,861.15,1071.24,1033.05,822.66
2004-04-21,1569.99,859.79,1067.38,1033.4,824.72
2004-04-22,1568.55,857.92,1068.13,1034.18,828.2
2004-04-23,1567.51,862.65,1069.39,1034.46,826.16
2004-04-26,1566.65,861.59,1066.32,1033.39,823.02
2004-04-27,1566.73,864.68,1069.36,1034.51,823.65
2004-04-28,1566.74,864.98,1073.2,1032.94,831.28
2004-04-29,1565.67,865.7,1075.67,1033.26,830.3
2004-04-30,1567.29,863.94,1076.28,1033.19,831.38
2004-05-03,1567.64,863.1,1077.24,1031.95,831.02
2004-05-04,1565.31,863.38,1070.14,1031.26,829.73
2004-05-05,1563.86,864.1,1070.58,1030.35,831.17
2004-05-06,1563.78,864.46,1071.97,1031.57,833.0
2004-05-07,1564.28,862.93,1073.92,1030.69,834.47
2004-05-10,1566.73,864.06,1076.24,1031.68,838.39
2004-05-11,1566.6,863.71,1075.51,1031.2,836.0
2004-05-12,1566.85,864.37,1079.62,1031.09,840.06
2004-05-13,1565.64,863.01,1082.63,1030.68,842.61
2004-05-14,1565.97,862.94,1083.7,1031.8,839.24
2004-05-17,1565.49,862.64,1086.36,1032.51,836.39
2004-05-18,1564.45,861.09,1084.48,1031.75,832.34
2004-05-19,1565.12,862.45,1085.82,1031.58,832.56
2004-05-20,1566.45,861.86,1085.87,1030.51,830.29
2004-05-21,1565.9,862.24,1090.69,1030.52,827.89
2004-05-24,1565.82,859.9,1090.42,1030.99,826.29
2004-05-25,1566.81,858.13,1087.86,1030.53,826.42
2004-05-26,1566.03,857.49,1085.43,1030.66,826.02
2004-05-27,1565.49,858.0,1085.97,1031.37,825.39
2004-05-28,1564.38,858.84,1092.45,1032.59,823.32
2004-05-31,1563.78,860.96,1096.8,1032.8,820.0
2004-06-01,1561.69,859.26,1096.08,1032.7,816.68
2004-06-02,1561.71,857.5,1097.76,1032.48,818.6
2004-06-03,1561.7,858.2,1097.51,1031.39,819.12
2004-06-04,1561.83,856.89,1096.68,1030.16,812.8
2004-06-07,1561.19,855.9,1094.87,1029.4,806.32
2004-06-08,1561.76,856.51,1097.23,1029.07,803.31
2004-06-09,1559.32,857.55,1097.6,1028.83,802.62
2004-06-10,1559.55,856.82,1099.02,1028.75,805.55
2004-06-11,1558.86,854.11,1096.17,1028.7,799.9
2004-06-14,1556.63,852.12,1095.27,1027.84,800.73
2004-06-15,1556.09,849.88,1093.36,1027.58,800.83
2004-06-16,1556.72,851.36,1095.32,1027.63,804.31
2004-06-17,1557.36,853.63,1096.04,1026.43,810.37
2004-06-18,1557.87,851.94,1098.44,1026.63,809.4
2004-06-21,1557.77,853.58,1097.85,1026.9,808.17
2004-06-22,1560.73,858.06,1101.29,1026.62,810.03
2004-06-23,1557.48,860.96,1102.07,1027.51,807.28
2004-06-24,1555.11,861.28,1100.46,1027.69,812.93
2004-06-25,1555.03,862.63,1098.71,1027.57,817.31
2004-06-28,1555.59,861.11,1093.95,1028.14,819.62
2004-06-29,1555.18,860.45,1095.02,1027.65,822.38
2004-06-30,1556.43,862.59,1094.97,1027.22,824.0
2004-07-01,1554.79,860.83,1092.46,1026.28,819.47
2004-07-02,1555.14,862.61,1092.28,1025.28,819.89
2004-07-05,1556.5,863.04,1092.05,1026.46,821.18
2004-07-06,1555.09,865.06,1096.36,1026.69,825.67
2004-07-07,1554.82,863.38,1098.57,1026.99,820.58
2004-07-08,1554.0,865.29,1099.97,1026.55,821.74
2004-07-09,1554.34,864.86,1098.56,1026.4,821.53
2004-07-12,1553.84,863.7,1100.13,1027.38,817.97
2004-07-13,1555.42,861.82,1102.27,1027.29,819.12
2004-07-14,1556.5,863.99,1101.39,1027.33,811.91
2004-07-15,1555.68,864.55,1103.4,1027.39,817.13
2004-07-16,1554.5,864.46,1103.51,1026.97,820.26
2004-07-19,1556.58,863.68,1101.11,1027.15,818.27
2004-07-20,1554.54,863.57,1102.18,1026.53,817.02
2004-07-21,1553.65,863.77,1102.77,1028.07,809.98
2004-07-22,1555.52,862.98,1102.9,1026.89,808.6
2004-07-23,1558.35,863.86,1101.58,1027.61,814.0
2004-07-26,1557.83,865.07,1101.28,1027.47,820.68
2004-07-27,1558.92,864.15,1097.19,1027.28,822.93
2004-07-28,1559.14,863.61,1099.07,1028.53,823.02
2004-07-29,1559.87,864.24,1100.42,1029.19,823.5
2004-07-30,1562.35,865.12,1103.32,1028.61,828.46
2004-08-02,1561.54,865.22,1109.37,1027.51,829.53
2004-08-03,1561.48,861.87,1105.26,1027.76,822.12
2004-08-04,1562.34,864.07,1106.1,1027.2,815.99
2004-08-05,1562.55,863.05,1105.09,1026.7,818.96
2004-08-06,1563.87,864.45,1109.44,1027.24,821.15
2004-08-09,1562.86,865.97,1109.66,1026.12,825.24
2004-08-10,1564.35,866.76,1110.67,1026.15,826.42
2004-08-11,1563.93,867.93,1108.04,1026.21,833.67
2004-08-12,1563.99,868.18,1106.58,1026.26,827.27
2004-08-13,1564.99,866.82,1108.85,1025.41,824.89
2004-08-16,1565.47,866.36,1109.68,1024.81,828.22
2004-08-17,1564.79,868.47,1111.46,1026.71,827.98
2004-08-18,1565.73,867.68,1112.85,1027.35,828.45
2004-08-19,1564.48,867.23,1111.73,1026.94,825.28
2004-08-20,1565.83,867.07,1112.56,1025.69,813.97
2004-08-23,1564.45,866.53,1111.29,1026.69,814.91
2004-08-24,1564.83,868.14,1112.59,1027.79,815.25
2004-08-25,1565.28,866.65,1110.73,1028.44,812.04
2004-08-26,1565.64,868.63,1110.49,1027.46,811.15
2004-08-27,1567.77,870.77,1114.03,1029.91,811.72
2004-08-30,1567.39,870.5,1115.86,1031.12,813.86
2004-08-31,1568.12,872.35,1116.93,1029.69,816.97
2004-09-01,1569.98,873.35,1116.96,1029.78,813.32
2004-09-02,1569.58,876.36,1119.85,1031.58,811.76
2004-09-03,1569.68,879.47,1116.79,1030.9,818.66
2004-09-06,1567.99,879.54,1115.1,1032.11,813.35
2004-09-07,1568.35,880.32,1116.31,1031.98,812.04
2004-09-08,1570.2,881.43,1120.0,1031.96,820.37
2004-09-09,1570.38,878.98,1120.27,1031.1,821.27
2004-09-10,1571.47,876.83,1118.85,1030.56,821.61
2004-09-13,1573.23,877.69,1115.14,1031.41,821.2
2004-09-14,1572.86,878.4,1116.6,1031.77,819.03
2004-09-15,1573.45,879.19,1117.38,1031.86,816.53
2004-09-16,1572.8,878.66,1118.48,1030.24,816.1
2004-09-17,1573.52,880.1,1115.63,1031.07,815.29
2004-09-20,1573.24,879.17,1113.46,1031.47,812.41
2004-09-21,1575.01,881.26,1109.11,1032.48,818.7
2004-09-22,1575.16,879.15,1110.28,1031.67,823.66
2004-09-23,1574.53,882.93,1112.02,1031.49,822.12
2004-09-24,1573.8,883.62,1113.2,1032.57,822.9
2004-09-27,1574.24,885.97,1114.46,1031.47,829.39
2004-09-28,1578.25,887.59,1113.76,1032.9,832.89
2004-09-29,1579.35,889.12,1118.79,1034.13,825.97
2004-09-30,1577.48,886.55,1119.87,1033.97,818.58
2004-10-01,1577.11,891.05,1122.18,1033.48,822.27
2004-10-04,1575.71,891.0,1129.75,1033.28,817.5
2004-10-05,1575.5,892.96,1134.11,1034.53,819.95
2004-10-06,1576.29,892.54,1132.09,1034.7,809.27
2004-10-07,1577.22,894.35,1129.26,1034.94,803.89
2004-10-08,1577.95,894.39,1132.62,1034.04,812.37
2004-10-11,1579.79,895.23,1129.94,1034.16,822.16
2004-10-12,1579.11,896.37,1130.11,1034.17,821.32
2004-10-13,1579.06,896.95,1130.55,1033.95,825.18
2004-10-14,1579.34,896.28,1131.1,1033.7,828.78
2004-10-15,1577.97,898.14,1135.63,1034.62,826.64
2004-10-18,1578.97,896.61,1134.41,1034.85,824.07
2004-10-19,1578.23,893.49,1130.11,1034.69,820.12
2004-10-20,1579.75,896.49,1130.63,1034.6,822.45
2004-10-21,1580.68,894.36,1130.83,1035.43,826.13
2004-10-22,1581.12,895.11,1136.45,1035.94,833.03
2004-10-25,1582.75,894.44,1133.29,1035.02,834.05
2004-10-26,1584.87,896.18,1129.43,1034.16,832.16
2004-10-27,1584.28,897.74,1135.07,1033.37,840.61
2004-10-28,1583.85,899.09,1130.67,1032.19,846.6
2004-10-29,1584.5,896.35,1125.24,1031.15,835.2
2004-11-01,1584.33,896.26,1124.66,1031.76,830.2
2004-11-02,1584.0,894.81,1126.61,1031.34,830.97
2004-11-03,1581.38,895.64,1124.78,1031.41,840.8
2004-11-04,1579.18,894.01,1126.31,1030.86,837.06
2004-11-05,1576.44,895.0,1129.22,1031.95,836.78
2004-11-08,1576.13,896.44,1132.6,1032.9,844.82
2004-11-09,1578.26,897.18,1132.32,1032.79,849.03
2004-11-10,1577.41,898.96,1132.27,1035.15,850.1
2004-11-11,1577.85,899.31,1136.52,1034.75,843.9
2004-11-12,1576.26,899.28,1139.86,1035.23,847.49
2004-11-15,1576.89,897.44,1139.73,1034.62,851.45
2004-11-16,1572.71,900.16,1141.04,1033.54,851.11
2004-11-17,1574.18,898.64,1145.54,1034.12,847.75
2004-11-18,1572.65,896.96,1147.09,1034.84,855.97
2004-11-19,1571.76,895.12,1141.52,1038.17,867.12
2004-11-22,1570.14,895.18,1136.78,1038.44,867.7
2004-11-23,1573.52,893.82,1137.95,1037.53,859.95
2004-11-24,1573.61,895.01,1141.3,1038.25,858.12
2004-11-25,1575.19,896.36,1136.85,1037.43,856.35
2004-11-26,1571.73,895.59,1134.75,1035.88,861.41
2004-11-29,1572.36,900.5,1138.3,1034.48,873.69
2004-11-30,1571.1,903.21,1138.44,1034.79,864.39
2004-12-01,1572.03,902.88,1136.96,1035.36,862.3
2004-12-02,1572.79,902.36,1136.58,1034.28,858.51
2004-12-03,1572.57,901.84,1137.29,1035.64,854.61
2004-12-06,1574.74,900.66,1136.21,1037.45,859.62
2004-12-07,1574.42,897.82,1136.11,1034.12,852.78
2004-12-08,1575.7,899.59,1135.18,1034.4,854.88
2004-12-09,1575.6,899.62,1134.2,1035.09,860.5
2004-12-10,1576.79,901.27,1137.04,1034.72,855.62
2004-12-13,1577.91,900.87,1134.34,1034.9,847.55
2004-12-14,1577.59,903.4,1136.11,1037.91,846.16
2004-12-15,1576.93,902.5,1136.34,1040.67,859.91
2004-12-16,1578.1,903.0,1133.57,1040.53,859.17
2004-12-17,1578.9,901.26,1133.99,1042.54,857.73
2004-12-20,1577.48,900.1,1136.06,1040.94,858.98
2004-12-21,1579.04,902.66,1137.6,1039.6,857.48
2004-12-22,1579.67,899.5,1137.11,1040.38,858.55
2004-12-23,1578.82,901.65,1142.55,1041.23,869.63
2004-12-24,1579.18,903.12,1140.55,1038.71,867.58
2004-12-27,1575.97,906.36,1137.96,1039.81,869.14
2004-12-28,1576.76,907.04,1143.6,1040.41,869.3
2004-12-29,1574.9,906.55,1143.35,1038.7,873.93
2004-12-30,1575.7,902.31,1139.27,1039.53,869.91
2005-01-03,1574.48,903.92,1137.05,1037.93,869.66
2005-01-04,1576.51,901.54,1135.09,1035.7,862.57
2005-01-05,1575.95,902.06,1134.69,1035.33,862.52
2005-01-06,1576.1,900.33,1133.88,1034.53,864.85
2005-01-07,1575.72,903.94,1134.93,1032.33,861.88
2005-01-10,1574.08,901.6,1133.01,1030.67,865.0
2005-01-11,1572.83,903.55,1136.04,1031.22,864.07
2005-01-12,1572.08,900.77,1130.03,1031.4,867.94
2005-01-13,1573.37,900.2,1132.8,1030.94,870.98
2005-01-14,1572.63,900.49,1135.73,1030.46,869.75
2005-01-17,1570.43,902.14,1138.89,1030.61,872.97
2005-01-18,1569.45,902.8,1139.48,1031.04,871.6
2005-01-19,1568.84,900.35,1141.63,1031.59,865.46
2005-01-20,1570.92,900.34,1140.37,1031.11,850.92
2005-01-21,1572.68,898.78,1143.87,1031.24,853.75
2005-01-24,1574.67,898.98,1146.46,1030.81,856.72
2005-01-25,1575.96,897.6,1147.61,1029.81,858.07
2005-01-26,1576.83,897.75,1146.22,1029.5,867.41
2005-01-27,1576.72,899.35,1146.07,1028.23,868.12
2005-01-28,1577.08,902.98,1146.45,1026.16,869.98
2005-01-31,1578.22,906.74,1144.17,1026.7,870.25
2005-02-01,1581.1,906.23,1140.14,1026.04,881.7
2005-02-02,1584.35,905.37,1138.87,1026.83,881.15
2005-02-03,1584.78,900.65,1137.82,1026.73,885.87
2005-02-04,1586.06,902.59,1139.67,1028.78,886.38
2005-02-07,1586.89,901.55,1137.45,1027.56,886.11
2005-02-08,1585.57,903.02,1135.42,1027.64,870.64
2005-02-09,1588.33,902.35,1135.87,1027.51,871.83
2005-02-10,1588.87,901.35,1137.83,1026.84,866.19
2005-02-11,1588.09,902.14,1140.14,1026.56,861.37
2005-02-14,1588.48,904.74,1142.86,1024.62,860.62
2005-02-15,1587.78,908.35,1143.72,1024.54,858.22
2005-02-16,1587.04,908.03,1146.32,1025.67,861.09
2005-02-17,1587.5,905.61,1148.06,1022.67,855.1
2005-02-18,1586.16,908.22,1151.05,1020.2,858.87
2005-02-21,1585.05,908.96,1145.8,1018.82,847.0
2005-02-22,1584.81,909.81,1142.62,1017.73,851.47
2005-02-23,1583.09,912.16,1141.82,1016.19,849.8
2005-02-24,1583.56,913.09,1138.42,1016.67,853.82
2005-02-25,1583.37,912.75,1137.03,1016.28,850.37
2005-02-28,1584.48,913.55,1134.89,1014.95,852.5
2005-03-01,1587.19,911.44,1135.78,1015.43,849.78
2005-03-02,1588.02,910.6,1140.17,1014.88,850.85
2005-03-03,1587.23,909.59,1145.31,1015.14,845.91
2005-03-04,1586.13,910.97,1142.01,1016.63,852.92
2005-03-07,1585.36,909.72,1137.64,1016.53,844.44
2005-03-08,1586.06,910.98,1138.77,1018.91,848.79
2005-03-09,1585.39,909.29,1134.36,1020.2,852.36
2005-03-10,1585.92,911.12,1134.65,1018.65,848.98
2005-03-11,1585.7,911.92,1136.96,1017.34,846.2
2005-03-14,1583.44,912.31,1138.14,1018.12,851.16
2005-03-15,1580.05,912.82,1141.01,1018.0,848.82
2005-03-16,1580.59,913.01,1141.39,1018.18,860.67
2005-03-17,1578.91,911.52,1144.01,1016.88,850.03
2005-03-18,1578.37,908.1,1137.08,1017.21,847.88
2005-03-21,1575.8,909.72,1136.72,1018.51,852.26
2005-03-22,1577.23,909.91,1137.11,1018.49,846.95
2005-03-23,1578.24,911.08,1136.0,1017.85,849.5
2005-03-24,1577.12,912.29,1138.6,1018.06,847.74
2005-03-25,1578.59,914.78,1135.08,1018.26,856.26
2005-03-28,1580.4,916.11,1132.65,1018.08,851.68
2005-03-29,1583.09,918.35,1131.84,1018.31,850.02
2005-03-30,1584.35,919.6,1133.49,1017.94,850.63
2005-03-31,1584.32,919.26,1132.89,1016.79,852.55
2005-04-01,1586.09,918.37,1132.79,1016.72,852.38
2005-04-04,1587.98,918.21,1134.01,1015.72,856.92
2005-04-05,1585.14,917.74,1135.77,1015.36,855.87
2005-04-06,1587.25,918.07,1133.73,1014.46,860.17
2005-04-07,1586.05,919.16,1137.02,1013.84,868.29
2005-04-08,1584.65,918.52,1140.25,1013.42,864.17
2005-04-11,1583.78,920.52,1142.41,1016.2,866.94
2005-04-12,1584.59,919.7,1145.46,1016.03,863.09
2005-04-13,1583.56,917.89,1147.51,1015.8,855.41
2005-04-14,1585.53,918.77,1151.31,1017.26,857.24
2005-04-15,1585.62,920.46,1151.73,1018.87,854.99
2005-04-18,1586.37,919.7,1150.56,1017.71,852.99
2005-04-19,1586.22,915.64,1148.19,1017.76,843.23
2005-04-20,1587.56,915.74,1149.35,1016.3,841.18
2005-04-21,1589.17,917.76,1152.83,1016.59,839.16
2005-04-22,1588.73,917.56,1151.09,1016.59,832.72
2005-04-25,1588.69,914.97,1152.21,1018.28,826.67
2005-04-26,1588.49,915.29,1156.74,1018.65,820.91
2005-04-27,1588.6,915.55,1159.49,1021.44,817.13
2005-04-28,1589.17,916.82,1161.76,1021.42,822.35
2005-04-29,1589.63,915.79,1160.92,1021.62,810.13
2005-05-02,1589.61,912.62,1159.29,1021.97,811.98
2005-05-03,1589.75,912.5,1159.84,1020.94,819.09
2005-05-04,1589.53,913.08,1161.43,1021.16,819.63
2005-05-05,1590.27,914.95,1163.09,1021.2,817.23
2005-05-06,1590.53,918.16,1160.56,1021.51,814.43
2005-05-09,1590.78,925.75,1165.3,1022.69,819.8
2005-05-10,1590.38,926.93,1165.46,1023.78,814.25
2005-05-11,1592.01,926.71,1165.76,1024.65,815.38
2005-05-12,1592.79,927.24,1164.35,1024.68,810.25
2005-05-13,1593.98,928.02,1167.52,1026.34,806.09
2005-05-16,1592.23,926.83,1166.69,1026.29,804.05
2005-05-17,1593.78,928.15,1165.63,1025.24,798.2
2005-05-18,1593.54,928.55,1168.26,1024.54,808.15
2005-05-19,1594.94,931.26,1169.82,1023.55,818.98
2005-05-20,1593.92,929.63,1170.35,1023.42,817.31
2005-05-23,1592.14,927.54,1171.1,1022.56,815.77
2005-05-24,1594.56,928.41,1172.31,1023.47,811.38
2005-05-25,1594.51,924.44,1168.63,1024.0,805.06
2005-05-26,1594.52,919.75,1170.79,1022.95,802.22
2005-05-27,1594.17,921.66,1171.6,1025.22,809.34
2005-05-30,1595.19,918.53,1171.55,1025.24,808.62
2005-05-31,1595.85,917.76,1172.87,1025.6,797.16
2005-06-01,1593.56,917.6,1170.5,1025.01,796.73
2005-06-02,1594.24,914.91,1168.52,1024.91,794.67
2005-06-03,1593.18,913.38,1166.84,1023.89,791.41
2005-06-06,1593.24,913.3,1168.46,1024.42,779.95
2005-06-07,1593.99,915.59,1171.4,1024.27,776.87
2005-06-08,1593.03,917.34,1173.56,1024.99,785.01
2005-06-09,1593.99,915.71,1174.02,1024.88,781.81
2005-06-10,1594.98,917.11,1171.7,1024.27,787.36
2005-06-13,1597.03,917.76,1174.16,1024.86,786.42
2005-06-14,1597.2,915.43,1174.56,1025.63,787.82
2005-06-15,1596.65,912.61,1172.63,1025.24,797.57
2005-06-16,1597.42,914.27,1174.44,1025.38,788.06
2005-06-17,1596.13,912.07,1171.82,1024.27,778.5
2005-06-20,1594.67,913.69,1173.35,1025.14,778.56
2005-06-21,1596.79,913.49,1175.08,1022.81,764.8
2005-06-22,1596.69,915.63,1176.27,1023.44,775.96
2005-06-23,1595.47,913.85,1178.81,1022.92,779.42
2005-06-24,1595.65,912.85,1178.63,1022.1,772.96
2005-06-27,1594.43,915.27,1180.84,1020.0,759.65
2005-06-28,1592.75,916.74,1183.68,1019.44,763.84
2005-06-29,1591.85,916.06,1184.23,1019.71,765.81
2005-06-30,1592.63,916.89,1184.99,1019.07,766.62
2005-07-01,1593.09,918.13,1185.94,1019.25,779.41
2005-07-04,1592.8,919.54,1182.99,1016.89,782.89
2005-07-05,1593.68,922.44,1181.17,1017.35,779.34
2005-07-06,1594.34,924.47,1180.27,1018.37,778.18
2005-07-07,1593.44,925.86,1178.99,1016.96,787.57
2005-07-08,1592.9,923.11,1175.1,1016.83,777.94
